"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://scalingsocials.com/₹1-4-million-in-3-months/","text/html; charset=UTF-8","200","OK","Indexable","","₹1.4 Million in 3 Months - Scaling Socials","42","362","","0","0","","0","0","","0","","0","","0","₹1.4 Million in 3 Months","24","Transforming a Baby Clothing Brand's Online Sales with Consistent ROI","69","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://scalingsocials.com/₹1-4-million-in-3-months/","","","","","","208050","39145","39145","5.801","","486","87","5.586","53.376","Fairly Hard","2.268","1","1","","14","5","0","31.250","55","16","0","8","3","0","","","","","5d2d4b8ad47094d3348a34aa906cb5fa","0.020","","","","","en-US","1.1","","","","","","https://scalingsocials.com/%E2%82%B91-4-million-in-3-months/","2026-09-02 20:19:57"
"https://scalingsocials.com/contact-us/","text/html; charset=UTF-8","200","OK","Indexable","","Contact Us - Scaling Socials","28","248","","0","0","","0","0","","0","Have a Question or Need Assistance?","35","","0","Reach Out to Us!","16","Tell us what you’re dreaming up – we’re all ears!","49","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://scalingsocials.com/contact-us/","","","","","","219489","42717","42717","6.331","","125","35","3.571","85.447","Easy","1.055","1","1","","102","16","0","100.000","50","13","0","15","5","0","","","","","c1c06524afbc7d374ef1816fc5819280","1.363","","","","","en-US","1.1","","","","","","https://scalingsocials.com/contact-us/","2026-09-02 20:19:56"
"https://scalingsocials.com/new-privacy-policy/","text/html; charset=UTF-8","200","OK","Indexable","","Privacy Policy - Scaling Socials","32","274","","0","0","","0","0","","0","Ready to Transform Your Online Store?","37","","0","Privacy Policy","14","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://scalingsocials.com/new-privacy-policy/","","","","","","179764","37475","37475","5.554","","1511","202","7.480","62.572","Normal","5.853","1","1","","71","16","0","100.000","51","13","0","8","3","0","","","","","271d23c0c9b4e2ce26fe942f58c6a52e","0.019","","","","","en-US","1.1","","","","","","https://scalingsocials.com/new-privacy-policy/","2026-09-02 20:19:57"
"https://scalingsocials.com/new-disclaimer/","text/html; charset=UTF-8","200","OK","Indexable","","Disclaimer - Scaling Socials","28","244","","0","0","","0","0","","0","Ready to Transform Your Online Store?","37","","0","Disclaimer","10","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://scalingsocials.com/new-disclaimer/","","","","","","175877","36379","36379","5.391","","889","108","8.231","56.687","Fairly Hard","3.944","1","1","","71","16","0","100.000","51","13","0","8","3","0","","","","","15a8cb83ccc38af79bdaad44197f1aa7","0.027","","","","","en-US","1.1","","","","","","https://scalingsocials.com/new-disclaimer/","2026-09-02 20:19:57"
"https://scalingsocials.com/₹44-3-million-in-90-days/","text/html; charset=UTF-8","200","OK","Indexable","","₹44.3 Million in 90 Days - Scaling Socials","42","361","","0","0","","0","0","","0","","0","","0","₹44.3 Million in 90 Days","24","Achieving Exponential Growth for a Men's Clothing Brand","55","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://scalingsocials.com/₹44-3-million-in-90-days/","","","","","","208092","39151","39151","5.802","","498","84","5.929","67.122","Normal","2.203","1","1","","14","5","0","31.250","55","16","0","8","3","0","","","","","157ee1f56ff9532ac7eff136f36d643d","0.021","","","","","en-US","1.1","","","","","","https://scalingsocials.com/%E2%82%B944-3-million-in-90-days/","2026-09-02 20:19:57"
"https://scalingsocials.com/terms-and-conditions/","text/html; charset=UTF-8","200","OK","Indexable","","Terms & Conditions - Scaling Socials","36","325","","0","0","","0","0","","0","Ready to Transform Your Online Store?","37","","0","Terms & Conditions","18","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://scalingsocials.com/terms-and-conditions/","","","","","","175830","36168","36168","5.360","","892","128","6.969","67.456","Normal","3.815","1","1","","71","16","0","100.000","51","13","0","8","3","0","","","","","b0d641b78bf6342de20934b5050a07f2","0.021","","","","","en-US","1.1","","","","","","https://scalingsocials.com/terms-and-conditions/","2026-09-02 20:19:58"
"https://scalingsocials.com/social-media-handling/","text/html; charset=UTF-8","200","OK","Indexable","","Social Media Handling - Scaling Socials","39","350","","0","0","","0","0","","0","Elevate Your Brand With","23","Why Choose Us?","14","Social Media Handling","21","Scale with the Experts","22","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://scalingsocials.com/social-media-handling/","","","","","","230547","41840","41840","6.201","","662","115","5.757","46.233","Hard","2.561","1","1","","45","16","0","100.000","58","15","0","8","3","0","","","","","7f4f3806652c349fd000c5393b5c2577","0.021","","","","","en-US","1.1","","","","","","https://scalingsocials.com/social-media-handling/","2026-09-02 20:19:58"
"https://scalingsocials.com/wp-content/litespeed/css/79142a219326b78b0d455bdecb7c491b.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","93752","93752","93752","13.894","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.032","Fri, 29 May 2026 19:24:41 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/79142a219326b78b0d455bdecb7c491b.css?ver=9d314","2026-09-02 20:19:58"
"https://scalingsocials.com/performance-marketing/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","7","6","0","37.500","0","0","0","0","0","0","","","","","","0.844","","https://scalingsocials.com/performance-marketing-agency-bangalore/","HTTP Redirect","","","1.1","","","","","","https://scalingsocials.com/performance-marketing/","2026-09-02 20:19:58"
"https://scalingsocials.com/wp-content/litespeed/css/fef017b58da0b3c53303674b7c836c33.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","87264","87264","87264","12.933","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.077","Fri, 29 May 2026 19:15:46 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/fef017b58da0b3c53303674b7c836c33.css?ver=9d314","2026-09-02 20:19:59"
"https://scalingsocials.com/wp-content/litespeed/css/ee115d2fd95d28381b6b639d8ae33492.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","88883","88883","88883","13.172","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.027","Fri, 29 May 2026 07:26:44 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/ee115d2fd95d28381b6b639d8ae33492.css?ver=9d314","2026-09-02 20:19:59"
"https://scalingsocials.com/wp-content/litespeed/css/a3d2816b70403614b1ee358b74230063.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","87265","87265","87265","12.933","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.085","Sat, 30 May 2026 09:55:15 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/a3d2816b70403614b1ee358b74230063.css?ver=9d314","2026-09-02 20:19:59"
"https://scalingsocials.com/wp-content/litespeed/css/ddb7f8fb17a97fee064b6aaa7efeb829.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","87281","87281","87281","12.935","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.072","Fri, 29 May 2026 17:27:47 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/ddb7f8fb17a97fee064b6aaa7efeb829.css?ver=9d314","2026-09-02 20:19:59"
"https://scalingsocials.com/wp-content/litespeed/css/ee112813a809017e990336a36987cd85.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","90369","90369","90369","13.393","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.071","Fri, 29 May 2026 08:08:12 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/ee112813a809017e990336a36987cd85.css?ver=9d314","2026-09-02 20:19:59"
"https://scalingsocials.com/about-us/","text/html; charset=UTF-8","200","OK","Indexable","","About Us - Scaling Socials","26","231","","0","0","","0","0","","0","","0","","0","Scaling Socials","15","MISSION","7","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://scalingsocials.com/about-us/","","","","","","215307","40268","40268","5.968","","347","65","5.338","51.477","Fairly Hard","1.725","1","1","","78","16","0","100.000","58","13","0","10","3","0","","","","","577339ce3b7e3e1b412a9b12a4bcb3be","1.344","","","","","en-US","1.1","","","","","","https://scalingsocials.com/about-us/","2026-09-02 20:19:58"
"https://scalingsocials.com/wp-content/litespeed/css/81796b7b8f55ff9deab89bb656324af7.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","90274","90274","90274","13.379","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.030","Fri, 29 May 2026 08:57:22 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/81796b7b8f55ff9deab89bb656324af7.css?ver=9d314","2026-09-02 20:19:59"
"https://scalingsocials.com/wp-content/litespeed/css/8cc772cea7ce722737ca60cdee722ceb.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","88843","88843","88843","13.167","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.083","Fri, 29 May 2026 09:19:59 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/8cc772cea7ce722737ca60cdee722ceb.css?ver=9d314","2026-09-02 20:19:59"
"https://scalingsocials.com/wp-content/litespeed/css/ff8ca6aa49d4382586f9998b64f5e16d.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","88830","88830","88830","13.165","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.075","Fri, 29 May 2026 09:20:01 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/ff8ca6aa49d4382586f9998b64f5e16d.css?ver=9d314","2026-09-02 20:19:59"
"https://scalingsocials.com/wp-content/litespeed/css/59d6d75aca36373bcdc78e559b8feed6.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","88090","88090","88090","13.055","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.083","Fri, 29 May 2026 22:59:17 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/59d6d75aca36373bcdc78e559b8feed6.css?ver=9d314","2026-09-02 20:19:59"
"https://scalingsocials.com/wp-content/litespeed/css/a2acea9f01b098d9ea7eae2091967081.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","95223","95223","95223","14.112","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.076","Fri, 29 May 2026 11:44:07 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/a2acea9f01b098d9ea7eae2091967081.css?ver=9d314","2026-09-02 20:20:00"
"https://scalingsocials.com/wp-content/litespeed/css/89cf9bb7ede14548a5a0cf69015bbffc.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","94746","94746","94746","14.041","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.116","Fri, 29 May 2026 07:08:09 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/89cf9bb7ede14548a5a0cf69015bbffc.css?ver=9d314","2026-09-02 20:20:00"
"https://scalingsocials.com/wp-content/litespeed/css/74295267627fc403c0be63a5333a52d1.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","87352","87352","87352","12.946","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.076","Sat, 30 May 2026 04:16:30 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/74295267627fc403c0be63a5333a52d1.css?ver=9d314","2026-09-02 20:20:00"
"https://scalingsocials.com/wp-content/litespeed/css/739187b7b8b6f283e9e5f15a0e6c7ddf.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","94826","94826","94826","14.053","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.063","Fri, 29 May 2026 17:27:47 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/739187b7b8b6f283e9e5f15a0e6c7ddf.css?ver=9d314","2026-09-02 20:20:00"
"https://scalingsocials.com/wp-content/litespeed/css/b83fd1e103fcb0b6186ceeefd01e18b7.css?ver=9d314","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","92836","92836","92836","13.758","","0","","","","","0.000","2","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.074","Sat, 30 May 2026 23:40:39 GMT","","","","","1.1","","","","","","https://scalingsocials.com/wp-content/litespeed/css/b83fd1e103fcb0b6186ceeefd01e18b7.css?ver=9d314","2026-09-02 20:20:00"
